Index,CASRN,Chemical.Name,Source,Toxicity.Value,Organ,Reference,Effect,Dose.Converted,X.Doses,Dose,Dose.Unit1,Dose.Unit2,Final.Dose,N.Animal,Obs.Animal,Species,Strain,Sex,Effect.Sex,Route,No.Days,Duration,Duration.type
164,140578,Aramite,CalEPA,0.03,liver,"Oser BL and Oser M (1960). 2-(p-Tert-butylphenoxy) isopropyl2-chloroethyl sulfite (aramiite). 1. Acute, subacute, and chronic oral toxicity. Toxicol. Appl. Pharmacol. 2:441·457.",liver tumors,Dose,4,5000,ppm diet,ppm diet,387.2282609,20,6,Rat,Albino,M/F,Both,Oral diet,NA,104,Weeks
165,140578,Aramite,CalEPA,0.03,liver,"Popper H, Sternberg SS, Oser BL and Oser M (1960). The carcinogenic effect of aramite in rats. A study of hepatic nodules. Cancer 13: 1035-1046.",liver tumors (adenoma and carcinoma combined),Dose,4,0,ppm diet,ppm diet,0,193,0,Rat,Wistar,M/F,Both,Oral diet,NA,104,Weeks
165,140578,Aramite,CalEPA,0.03,liver,"Popper H, Sternberg SS, Oser BL and Oser M (1960). The carcinogenic effect of aramite in rats. A study of hepatic nodules. Cancer 13: 1035-1046.",liver tumors (adenoma and carcinoma combined),Dose,4,100,ppm diet,ppm diet,7.763157895,93,0,Rat,Wistar,M/F,Both,Oral diet,NA,104,Weeks
165,140578,Aramite,CalEPA,0.03,liver,"Popper H, Sternberg SS, Oser BL and Oser M (1960). The carcinogenic effect of aramite in rats. A study of hepatic nodules. Cancer 13: 1035-1046.",liver tumors (adenoma and carcinoma combined),Dose,4,200,ppm diet,ppm diet,15.52631579,100,0,Rat,Wistar,M/F,Both,Oral diet,NA,104,Weeks
165,140578,Aramite,CalEPA,0.03,liver,"Popper H, Sternberg SS, Oser BL and Oser M (1960). The carcinogenic effect of aramite in rats. A study of hepatic nodules. Cancer 13: 1035-1046.",liver tumors (adenoma and carcinoma combined),Dose,4,400,ppm diet,ppm diet,31.05263158,90,7,Rat,Wistar,M/F,Both,Oral diet,NA,104,Weeks
166,140578,Aramite,CalEPA,0.03,liver,"Popper H, Sternberg SS, Oser BL and Oser M (1960). The carcinogenic effect of aramite in rats. A study of hepatic nodules. Cancer 13: 1035-1046.",liver tumors (adenoma and carcinoma combined) FDRL,Dose,4,0,ppm diet,ppm diet,0,180,0,Rat,CF-N,M/F,Both,Oral diet,NA,104,Weeks
166,140578,Aramite,CalEPA,0.03,liver,"Popper H, Sternberg SS, Oser BL and Oser M (1960). The carcinogenic effect of aramite in rats. A study of hepatic nodules. Cancer 13: 1035-1046.",liver tumors (adenoma and carcinoma combined) FDRL,Dose,4,100,ppm diet,ppm diet,7.744565217,93,0,Rat,CF-N,M/F,Both,Oral diet,NA,104,Weeks
166,140578,Aramite,CalEPA,0.03,liver,"Popper H, Sternberg SS, Oser BL and Oser M (1960). The carcinogenic effect of aramite in rats. A study of hepatic nodules. Cancer 13: 1035-1046.",liver tumors (adenoma and carcinoma combined) FDRL,Dose,4,200,ppm diet,ppm diet,15.48913043,90,0,Rat,CF-N,M/F,Both,Oral diet,NA,104,Weeks
166,140578,Aramite,CalEPA,0.03,liver,"Popper H, Sternberg SS, Oser BL and Oser M (1960). The carcinogenic effect of aramite in rats. A study of hepatic nodules. Cancer 13: 1035-1046.",liver tumors (adenoma and carcinoma combined) FDRL,Dose,4,400,ppm diet,ppm diet,30.97826087,96,2,Rat,CF-N,M/F,Both,Oral diet,NA,104,Weeks
167,140578,Aramite,IRIS,0.025,liver,"Oser, B.L. and M. Oser. 1962. 2-(p-tert-Butylphenoxy)isopropyl 2-chloroethyl sulfite (aramite). II. Carcinogenicity. Toxicol. Appl. Pharmacol. 4: 70-88. 

Popper, H., S.S. Sternberg, B.L. Oser and M. Oser. 1960. The carcinogenic effect of aramite in rats: A study of hepatic nodules. Cancer. 13(5): 1035- 1046.",neoplastic liver nodules and carcinomas,HEq,4,0,mg/kg-day,ppm diet,0,193,2,Rat,,M/F,Both,Oral diet,7,104,Weeks
167,140578,Aramite,IRIS,0.025,liver,"Oser, B.L. and M. Oser. 1962. 2-(p-tert-Butylphenoxy)isopropyl 2-chloroethyl sulfite (aramite). II. Carcinogenicity. Toxicol. Appl. Pharmacol. 4: 70-88. 

Popper, H., S.S. Sternberg, B.L. Oser and M. Oser. 1960. The carcinogenic effect of aramite in rats: A study of hepatic nodules. Cancer. 13(5): 1035- 1046.",neoplastic liver nodules and carcinomas,HEq,4,0.78,mg/kg-day,ppm diet,0.78,93,2,Rat,,M/F,Both,Oral diet,7,104,Weeks
167,140578,Aramite,IRIS,0.025,liver,"Oser, B.L. and M. Oser. 1962. 2-(p-tert-Butylphenoxy)isopropyl 2-chloroethyl sulfite (aramite). II. Carcinogenicity. Toxicol. Appl. Pharmacol. 4: 70-88. 

Popper, H., S.S. Sternberg, B.L. Oser and M. Oser. 1960. The carcinogenic effect of aramite in rats: A study of hepatic nodules. Cancer. 13(5): 1035- 1046.",neoplastic liver nodules and carcinomas,HEq,4,1.57,mg/kg-day,ppm diet,1.57,100,3,Rat,,M/F,Both,Oral diet,7,104,Weeks
167,140578,Aramite,IRIS,0.025,liver,"Oser, B.L. and M. Oser. 1962. 2-(p-tert-Butylphenoxy)isopropyl 2-chloroethyl sulfite (aramite). II. Carcinogenicity. Toxicol. Appl. Pharmacol. 4: 70-88. 

Popper, H., S.S. Sternberg, B.L. Oser and M. Oser. 1960. The carcinogenic effect of aramite in rats: A study of hepatic nodules. Cancer. 13(5): 1035- 1046.",neoplastic liver nodules and carcinomas,HEq,4,3.14,mg/kg-day,ppm diet,3.14,90,20,Rat,,M/F,Both,Oral diet,7,104,Weeks
168,140885,Ethyl Acrylate,HEAST,0.048,stomach/forestomach,NTP (National Toxicology Program). 1986. Carcinogenesis studies of Ethyl Acrylate in F344/N rats and B6C3F1 mice (gavage studies).,forestomach (combined papilloma/carcinoma),Conv,3,0,mg/kg/day,mg/kg/dose,0,50,1,Rat,Fischer 344,M/F,M,Oral gavage,5,104,Weeks
168,140885,Ethyl Acrylate,HEAST,0.048,stomach/forestomach,NTP (National Toxicology Program). 1986. Carcinogenesis studies of Ethyl Acrylate in F344/N rats and B6C3F1 mice (gavage studies).,forestomach (combined papilloma/carcinoma),Conv,3,70.7,mg/kg/day,mg/kg/dose,70.7,50,18,Rat,Fischer 344,M/F,M,Oral gavage,5,104,Weeks
168,140885,Ethyl Acrylate,HEAST,0.048,stomach/forestomach,NTP (National Toxicology Program). 1986. Carcinogenesis studies of Ethyl Acrylate in F344/N rats and B6C3F1 mice (gavage studies).,forestomach (combined papilloma/carcinoma),Conv,3,141.5,mg/kg/day,mg/kg/dose,141.5,50,36,Rat,Fischer 344,M/F,M,Oral gavage,5,104,Weeks
169,143500,Kepone,CalEPA,16,liver,"National Cancer Institute (NCI, 1976). Report on the Carcinogenesis Bioassay of Kepone. NTIS Publication No. PB 264018. ·US Department of Health, Education and
Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",benign and malignant liver tumors,Dose,3,0,ppm diet (TWA),ppm diet (TWA),0,19,6,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
169,143500,Kepone,CalEPA,16,liver,"National Cancer Institute (NCI, 1976). Report on the Carcinogenesis Bioassay of Kepone. NTIS Publication No. PB 264018. ·US Department of Health, Education and
Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",benign and malignant liver tumors,Dose,3,20,ppm diet (TWA),ppm diet (TWA),3.431635389,48,39,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
169,143500,Kepone,CalEPA,16,liver,"National Cancer Institute (NCI, 1976). Report on the Carcinogenesis Bioassay of Kepone. NTIS Publication No. PB 264018. ·US Department of Health, Education and
Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",benign and malignant liver tumors,Dose,3,23,ppm diet (TWA),ppm diet (TWA),3.946380697,49,43,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
170,156105,p-Nitrosodiphenylamine,CalEPA,0.022,liver,"National Cancer Institute (NCI) 1979. Bioassay of p-Nitrosodiphenylamine for Possible Carcinogenicity. CAS No. 156-10-5. Carcinogenesis Technical Report Series No. 190. NCI-CG-TR-190 DHEW Publication No. (NIH) 79-1746. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",liver tumors,Dose,3,0,mg/kg-day,mg/kg-day,0,20,0,Rat,Fischer 344,M/F,M,Oral diet,NA,105,Weeks
170,156105,p-Nitrosodiphenylamine,CalEPA,0.022,liver,"National Cancer Institute (NCI) 1979. Bioassay of p-Nitrosodiphenylamine for Possible Carcinogenicity. CAS No. 156-10-5. Carcinogenesis Technical Report Series No. 190. NCI-CG-TR-190 DHEW Publication No. (NIH) 79-1746. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",liver tumors,Dose,3,74.3,mg/kg-day,mg/kg-day,74.3,50,10,Rat,Fischer 344,M/F,M,Oral diet,NA,105,Weeks
170,156105,p-Nitrosodiphenylamine,CalEPA,0.022,liver,"National Cancer Institute (NCI) 1979. Bioassay of p-Nitrosodiphenylamine for Possible Carcinogenicity. CAS No. 156-10-5. Carcinogenesis Technical Report Series No. 190. NCI-CG-TR-190 DHEW Publication No. (NIH) 79-1746. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",liver tumors,Dose,3,149,mg/kg-day,mg/kg-day,149,50,19,Rat,Fischer 344,M/F,M,Oral diet,NA,105,Weeks
171,271896,Benzofuran,CalEPA,0.63,liver,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.","Hepatocellular adenoma, carcinoma, or hepatoblastoma",Conv,3,0,mg/kg/day (ADJ),mg/kg/day,0,48,12,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
171,271896,Benzofuran,CalEPA,0.63,liver,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.","Hepatocellular adenoma, carcinoma, or hepatoblastoma",Conv,3,42.9,mg/kg/day (ADJ),mg/kg/day,42.9,35,31,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
171,271896,Benzofuran,CalEPA,0.63,liver,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.","Hepatocellular adenoma, carcinoma, or hepatoblastoma",Conv,3,85.7,mg/kg/day (ADJ),mg/kg/day,85.7,43,40,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
172,271896,Benzofuran,CalEPA,0.63,lung,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.",Alveolar/bronchiolar adenoma or carcinoma,Conv,3,0,mg/kg/day,mg/kg/day,0,48,10,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
172,271896,Benzofuran,CalEPA,0.63,lung,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.",Alveolar/bronchiolar adenoma or carcinoma,Conv,3,42.9,mg/kg/day,mg/kg/day,42.9,35,9,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
172,271896,Benzofuran,CalEPA,0.63,lung,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.",Alveolar/bronchiolar adenoma or carcinoma,Conv,3,85.7,mg/kg/day,mg/kg/day,85.7,35,19,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
173,271896,Benzofuran,CalEPA,0.63,stomach/forestomach,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.",Squamous-cell papilloma or carcinoma,Conv,3,0,mg/kg/day (ADJ),mg/kg/day,0,49,2,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
173,271896,Benzofuran,CalEPA,0.63,stomach/forestomach,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.",Squamous-cell papilloma or carcinoma,Conv,3,42.9,mg/kg/day (ADJ),mg/kg/day,42.9,39,11,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
173,271896,Benzofuran,CalEPA,0.63,stomach/forestomach,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenicity Studies of Benzofuran (CAS No. 271-89-6) in F344/N Rats and B6C3F1 Mice (Gavage Studies). NTP, U.S. Department of Health and Human Services, Research Triangle Park, North Carolina, Technical Report 370.",Squamous-cell papilloma or carcinoma,Conv,3,85.7,mg/kg/day (ADJ),mg/kg/day,85.7,48,13,Mouse,B6C3F1,M/F,M,Oral gavage,5,104,Weeks
174,303344,Lasiocarpine,CalEPA,7.8,liver,"National Cancer Institute (NCI, 1978). Bioassay of Lasiocarpine for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 39. NTIS Publication No. PB 278641. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",benign and malignant liver tumors (combined incidence),Dose,4,0,ppm,ppm,0,24,0,Rat,Fischer 344,M/F,M,Oral diet,NA,104,Weeks
174,303344,Lasiocarpine,CalEPA,7.8,liver,"National Cancer Institute (NCI, 1978). Bioassay of Lasiocarpine for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 39. NTIS Publication No. PB 278641. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",benign and malignant liver tumors (combined incidence),Dose,4,7,ppm,ppm,0.552631579,24,0,Rat,Fischer 344,M/F,M,Oral diet,NA,104,Weeks
174,303344,Lasiocarpine,CalEPA,7.8,liver,"National Cancer Institute (NCI, 1978). Bioassay of Lasiocarpine for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 39. NTIS Publication No. PB 278641. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",benign and malignant liver tumors (combined incidence),Dose,4,15,ppm,ppm,1.184210526,24,3,Rat,Fischer 344,M/F,M,Oral diet,NA,104,Weeks
174,303344,Lasiocarpine,CalEPA,7.8,liver,"National Cancer Institute (NCI, 1978). Bioassay of Lasiocarpine for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 39. NTIS Publication No. PB 278641. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",benign and malignant liver tumors (combined incidence),Dose,4,30,ppm,ppm,2.368421053,24,5,Rat,Fischer 344,M/F,M,Oral diet,NA,104,Weeks
175,309002,Aldrin,CalEPA,17,liver,NCI (National Cancer Institute). 1978. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHE,liver carcinoma,HEq,3,0,mg/kg-day,ppm,0,20,3,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
175,309002,Aldrin,CalEPA,17,liver,NCI (National Cancer Institute). 1978. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHE,liver carcinoma,HEq,3,0.04,mg/kg-day,ppm,0.04,49,16,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
175,309002,Aldrin,CalEPA,17,liver,NCI (National Cancer Institute). 1978. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHE,liver carcinoma,HEq,3,0.08,mg/kg-day,ppm,0.08,45,25,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
176,309002,Aldrin,IRIS,17,liver,"Davis, K.J. 1965. Pathology report on mice fed dieldrin, aldrin, heptachlor, or heptachlor epoxide for two years. Internal FDA memorandum to Dr. A.J. Lehrman, July 19.",liver carcinoma: incidence in NCI 1978,HEq,3,0,mg/kg-day,ppm,0,20,3,Mouse,C3H,M/F,M,Oral diet,NA,2,Years
176,309002,Aldrin,IRIS,17,liver,"Davis, K.J. 1965. Pathology report on mice fed dieldrin, aldrin, heptachlor, or heptachlor epoxide for two years. Internal FDA memorandum to Dr. A.J. Lehrman, July 19.",liver carcinoma: incidence in NCI 1978,HEq,3,0.04,mg/kg-day,ppm,0.04,49,16,Mouse,C3H,M/F,M,Oral diet,NA,2,Years
176,309002,Aldrin,IRIS,17,liver,"Davis, K.J. 1965. Pathology report on mice fed dieldrin, aldrin, heptachlor, or heptachlor epoxide for two years. Internal FDA memorandum to Dr. A.J. Lehrman, July 19.",liver carcinoma: incidence in NCI 1978,HEq,3,0.08,mg/kg-day,ppm,0.08,45,25,Mouse,C3H,M/F,M,Oral diet,NA,2,Years
177,309002,Aldrin,IRIS,17,liver,NCI (National Cancer Institute). 1978. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-821. NCI Carcinogenesis Tech. Rep. Ser. No. 21. NCI-C6-TR-21.,liver carcinoma,HEq,3,0,mg/kg-day,ppm,0,20,3,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
177,309002,Aldrin,IRIS,17,liver,NCI (National Cancer Institute). 1978. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-821. NCI Carcinogenesis Tech. Rep. Ser. No. 21. NCI-C6-TR-21.,liver carcinoma,HEq,3,0.04,mg/kg-day,ppm,0.04,49,16,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
177,309002,Aldrin,IRIS,17,liver,NCI (National Cancer Institute). 1978. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-821. NCI Carcinogenesis Tech. Rep. Ser. No. 21. NCI-C6-TR-21.,liver carcinoma,HEq,3,0.08,mg/kg-day,ppm,0.08,45,25,Mouse,B6C3F1,M/F,M,Oral diet,NA,80,Weeks
178,319846,alpha-Hexachlorocyclohexane,IRIS,6.3,liver,"Ito, N., H. Nagasaki, M. Arai, S. Sugihara and S. Makiura. 1973a. Histologic and ultrastructural studies on the hepatocarcinogenicity of benzene hexachloride in mice. J. Natl. Cancer Inst. 51(3): 817-826.",hepatic nodules and hepatocellular carcinomas,HEq,4,0,mg/kg-day,ppm,0,20,0,Mouse,,M,Both,Oral diet,NA,24,Weeks
178,319846,alpha-Hexachlorocyclohexane,IRIS,6.3,liver,"Ito, N., H. Nagasaki, M. Arai, S. Sugihara and S. Makiura. 1973a. Histologic and ultrastructural studies on the hepatocarcinogenicity of benzene hexachloride in mice. J. Natl. Cancer Inst. 51(3): 817-826.",hepatic nodules and hepatocellular carcinomas,HEq,4,0.012,mg/kg-day,ppm,0.012,20,0,Mouse,,M,Both,Oral diet,NA,24,Weeks
178,319846,alpha-Hexachlorocyclohexane,IRIS,6.3,liver,"Ito, N., H. Nagasaki, M. Arai, S. Sugihara and S. Makiura. 1973a. Histologic and ultrastructural studies on the hepatocarcinogenicity of benzene hexachloride in mice. J. Natl. Cancer Inst. 51(3): 817-826.",hepatic nodules and hepatocellular carcinomas,HEq,4,0.035,mg/kg-day,ppm,0.035,38,30,Mouse,,M,Both,Oral diet,NA,24,Weeks
178,319846,alpha-Hexachlorocyclohexane,IRIS,6.3,liver,"Ito, N., H. Nagasaki, M. Arai, S. Sugihara and S. Makiura. 1973a. Histologic and ultrastructural studies on the hepatocarcinogenicity of benzene hexachloride in mice. J. Natl. Cancer Inst. 51(3): 817-826.",hepatic nodules and hepatocellular carcinomas,HEq,4,0.06,mg/kg-day,ppm,0.06,20,20,Mouse,,M,Both,Oral diet,NA,24,Weeks
179,389082,Nalidixic Acid,CalEPA,0.025,other endocrine or exocrine,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenesis Studies of Nalidixic Acid (CAS No. 389-08-2) in F344/N Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 368. NIH Publication No. 90-2823. U.S. Department of Health and Human Services, NTP, Research Triangle Park, NC.",preputial gland tumors in male rats,Dose,3,0,mg/kg day,mg/kg day,0,50,3,Rat,Fischer 344,M/F,M,Oral diet,NA,24,Months
179,389082,Nalidixic Acid,CalEPA,0.025,other endocrine or exocrine,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenesis Studies of Nalidixic Acid (CAS No. 389-08-2) in F344/N Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 368. NIH Publication No. 90-2823. U.S. Department of Health and Human Services, NTP, Research Triangle Park, NC.",preputial gland tumors in male rats,Dose,3,79.2,mg/kg day,mg/kg day,79.2,50,19,Rat,Fischer 344,M/F,M,Oral diet,NA,24,Months
179,389082,Nalidixic Acid,CalEPA,0.025,other endocrine or exocrine,"National Toxicology Program (NTP, 1989). Toxicology and Carcinogenesis Studies of Nalidixic Acid (CAS No. 389-08-2) in F344/N Rats and B6C3F1 Mice (Feed Studies). NTP Technical Report Series No. 368. NIH Publication No. 90-2823. U.S. Department of Health and Human Services, NTP, Research Triangle Park, NC.",preputial gland tumors in male rats,Dose,3,159,mg/kg day,mg/kg day,159,50,20,Rat,Fischer 344,M/F,M,Oral diet,NA,24,Months
